loss,accuracy
6.63269567489624,0.1236850842833519
5.048886775970459,0.19643200933933258
3.7971653938293457,0.3229856491088867
3.35168194770813,0.37581783533096313
3.0653018951416016,0.4122474193572998
2.921265125274658,0.43367069959640503
2.8316922187805176,0.44845449924468994
2.6988120079040527,0.4702449440956116
2.602731704711914,0.4870176911354065
2.501129150390625,0.5015177130699158
2.432112693786621,0.5122650265693665
2.365269422531128,0.5216845870018005
2.293410062789917,0.5310962200164795
2.2697558403015137,0.5370066165924072
2.2662341594696045,0.5403906106948853
2.2059402465820312,0.550949215888977
2.1497907638549805,0.5593446493148804
2.0665879249572754,0.5731704831123352
2.053736925125122,0.5759673118591309
1.996364951133728,0.5824363231658936
1.9263179302215576,0.5949699878692627
1.9466408491134644,0.5926787853240967
1.9442013502120972,0.5940454006195068
1.840235948562622,0.6133356690406799
1.7945637702941895,0.6205399632453918
1.8114111423492432,0.617282509803772
1.8438180685043335,0.6126552820205688
1.8735876083374023,0.6094421744346619
1.8613624572753906,0.6084049940109253
1.8398576974868774,0.6125074028968811
1.829206943511963,0.6131486892700195
1.8303961753845215,0.6155206561088562
1.7858718633651733,0.6230669021606445
1.6918926239013672,0.6369542479515076
1.6798254251480103,0.638823926448822
1.6450775861740112,0.6462489366531372
1.6370222568511963,0.6475040316581726
1.660239815711975,0.6449551582336426
1.6126244068145752,0.6521336436271667
1.6074602603912354,0.6520895957946777
1.6055808067321777,0.6514356136322021
1.5933454036712646,0.6556621193885803
1.6168229579925537,0.6514045000076294
1.632245659828186,0.647372841835022
1.6471985578536987,0.6456966996192932
1.6266262531280518,0.6491346955299377
1.5536834001541138,0.6600447297096252
1.5371288061141968,0.6631674766540527
1.4794648885726929,0.674905002117157
1.4990997314453125,0.6729446649551392
1.4916963577270508,0.6721025705337524
1.5025299787521362,0.6710854768753052
1.5055880546569824,0.6693778038024902
1.5104740858078003,0.6699517965316772
1.4989701509475708,0.671148419380188
1.4805654287338257,0.6742730736732483
1.4799233675003052,0.6734532117843628
1.4518159627914429,0.6805325746536255
1.4864071607589722,0.6745213866233826
1.4667972326278687,0.6783215403556824
1.4348746538162231,0.6828937530517578
1.4755722284317017,0.6765927076339722
1.449035882949829,0.6790054440498352
1.4308898448944092,0.6831667423248291
1.4795234203338623,0.6754019260406494
1.5115782022476196,0.6701430678367615
1.4906469583511353,0.6732518076896667
1.4671630859375,0.6751934289932251
1.4268680810928345,0.6854465007781982
1.434432864189148,0.6841512322425842
1.4167554378509521,0.686840832233429
1.4499281644821167,0.6814464330673218
1.445992350578308,0.6829866170883179
1.4548256397247314,0.6822430491447449
1.3778513669967651,0.6949054598808289
1.3372955322265625,0.7037685513496399
1.2903460264205933,0.7101283073425293
1.3307833671569824,0.7053162455558777
1.292443871498108,0.7146969437599182
1.2676310539245605,0.7182191610336304
1.2512142658233643,0.7198578119277954
1.22725248336792,0.7233757376670837
1.160506248474121,0.7350437641143799
1.1885355710983276,0.7309390902519226
1.2353681325912476,0.7226961851119995
1.2611815929412842,0.7200570702552795
1.280598521232605,0.7160779237747192
1.2167346477508545,0.7265663743019104
1.1609673500061035,0.7352273464202881
1.1988639831542969,0.7280729413032532
1.183157205581665,0.7331176400184631
1.1271964311599731,0.7421920895576477
1.1467976570129395,0.7381663918495178
1.1572197675704956,0.7369781136512756
1.1700756549835205,0.7346777319908142
1.2275642156600952,0.7242679595947266
1.1968308687210083,0.7309392094612122
1.2755939960479736,0.7149661779403687
1.2656704187393188,0.7150532603263855
1.175513505935669,0.7339006066322327
